0.88	6.61807	9.40214	8.32124
1	4.37883	8.87774	7.72368
0.88	4.00338	0.217979	2.12772
1	5.28054	6.92826	2.14987
0.88	0.937746	4.77883	2.96397
1	1.20871	2.07063	0.234919
0.88	6.13446	1.44769	6.3298
1	1.56942	4.86854	3.60067
0.88	0.94289	5.3315	0.467839
1	2.95609	7.85575	0.672944
0.88	3.79642	2.94812	2.11017
1	1.57107	0.634012	6.62204
0.88	1.49518	4.29893	1.87637
1	8.19339	0.545452	3.09965
0.88	5.7533	9.27237	1.57104
1	0.484133	8.28693	6.7638
0.88	3.73016	4.70452	8.20522
1	3.96169	2.46867	6.91696
0.88	2.58856	5.08846	8.14481
1	8.66133	8.31816	0.170553
0.88	6.73786	1.99827	2.78168
1	4.06469	6.45325	5.53999
0.88	5.18217	1.98748	2.06739
1	1.10336	9.14294	6.9528
0.88	5.49414	0.517876	7.40304
1	6.28746	2.74296	3.10395
0.88	7.49797	8.65213	7.17827
1	4.44497	4.73706	7.5752
0.88	1.53508	7.38563	0.0102056
1	9.17266	3.38568	5.09241
0.88	6.28356	1.4111	7.99584
1	6.25506	5.75853	8.88847
0.88	6.10931	8.04531	6.87384
1	4.40468	0.754397	6.23863
0.88	6.50708	5.80478	5.06028
1	0.92956	0.984319	0.291446
0.88	3.3301	3.61533	7.88046
1	3.70814	4.2723	3.66195
0.88	9.09363	7.14916	7.81538
1	7.8543	0.0860074	4.94078
0.88	6.85881	6.23287	9.22357
1	4.91908	0.344096	8.27342
0.88	8.36362	3.62835	5.15312
1	9.11258	4.80875	4.27976
0.88	7.03177	4.49834	4.92721
1	3.94126	4.20813	0.86503
0.88	6.32469	0.887707	0.648226
1	8.70878	5.13114	0.940218
0.88	5.92684	3.03564	3.85655
1	7.22541	9.29137	7.69404
0.88	6.85729	6.4532	2.67592
1	3.07573	7.25098	9.12725
0.88	7.92529	8.09361	8.65538
1	0.755382	4.53914	1.41511
0.88	1.09981	5.30095	1.68365
1	5.89466	6.04043	7.88511
0.88	7.89841	8.13841	2.69151
1	2.5128	1.15363	7.31793
0.88	3.36176	0.285021	6.27861
1	7.09885	3.90007	8.36458
0.88	6.29291	7.72418	0.617446
1	8.95594	0.878518	8.50022
0.88	2.33025	2.86712	7.44868
1	7.26546	2.2867	3.36536
0.88	0.970482	1.03197	1.36315
1	5.64959	2.80923	4.75895
0.88	3.8552	6.43131	4.67296
1	0.428076	5.91356	5.70901
0.88	0.6802	1.93861	7.50111
1	7.01257	0.254908	2.44246
0.88	2.27242	6.04239	6.61038
1	1.7484	4.21145	2.79656
0.88	3.7286	8.02139	7.7496
1	3.8693	6.68534	1.4294
0.88	3.14514	2.11632	4.00682
1	1.38343	8.31938	5.88566
0.88	3.56658	2.65717	9.21375
1	8.50543	2.2548	8.20407
0.88	5.58746	3.90251	8.96805
1	8.08375	0.401885	8.14592
0.88	1.5875	7.30578	4.42552
1	8.90918	6.82202	4.54791
0.88	1.76933	1.13095	0.0798156
1	4.08277	8.00099	4.47318
0.88	3.76803	4.83103	0.302239
1	5.74735	8.75886	6.5879
0.88	9.26234	3.61305	6.49404
1	2.28273	8.87006	0.616321
0.88	2.4218	7.00031	0.223358
1	4.55389	5.91014	4.59815
0.88	9.38826	8.71288	0.0960582
1	3.46049	0.964059	6.90731
0.88	8.48327	6.46275	9.21777
1	3.44512	0.499029	1.04677
0.88	1.00476	6.46218	5.06043
1	5.21249	5.97551	6.24278
0.88	7.21865	3.42516	7.50601
1	6.96805	9.0232	6.58029
0.88	6.71005	4.77163	3.29008
1	9.32075	6.86831	0.185346
0.88	7.34287	2.85959	4.69485
1	6.52833	2.04093	8.69422
0.88	7.35485	7.99934	5.90117
1	7.87347	6.42646	6.06223
0.88	4.20553	4.06982	1.8105
1	3.85147	1.50024	4.84185
0.88	7.65049	5.23899	6.25937
1	3.23239	2.43661	3.21601
0.88	6.0367	7.31182	8.86614
1	9.19293	3.16291	0.467788
0.88	7.58717	9.08868	2.01588
1	8.78747	8.77202	6.91182
0.88	8.90026	8.48896	1.37274
1	0.33904	5.45312	1.20949
0.88	2.63357	3.69973	2.39033
1	0.168021	6.59897	8.36486
0.88	4.07953	3.07283	8.20145
1	3.47585	3.77888	6.02242
0.88	4.79051	7.14366	8.20727
1	5.78593	3.77729	0.625672
0.88	3.87338	1.81983	3.17285
1	5.92066	0.259994	4.59203
0.88	3.61707	5.07637	2.69469
1	6.44602	4.33209	5.56771
0.88	5.98964	4.60299	6.18465
1	7.21737	8.8741	5.54785
0.88	0.967736	1.33301	8.91473
1	2.89131	7.58454	6.27829
0.88	5.92109	5.02604	8.51727
1	8.84208	4.71047	6.37397
0.88	2.12878	3.01987	4.71045
1	7.02095	1.3565	0.989122
0.88	6.16202	5.33439	0.18911
1	1.81074	2.46468	2.32381
0.88	1.50698	3.80458	5.9006
1	5.04615	1.93205	4.5592
0.88	8.62443	5.20893	4.93639
1	5.25554	3.947	6.18394
0.88	2.5594	3.77542	8.86224
1	2.59521	8.90938	8.52286
0.88	5.5953	3.02412	7.79957
1	7.3761	4.08165	3.60296
0.88	8.42036	4.03572	1.64522
1	2.68009	1.62913	4.59675
0.88	7.67236	0.817168	0.592543
1	1.26529	7.07226	8.1203
0.88	3.69985	0.785288	0.292143
1	5.51477	5.00055	7.7503
0.88	5.17996	7.36615	4.06623
1	8.85085	3.25417	7.90313
0.88	2.74259	5.2139	1.16906
1	1.03756	5.38095	7.04552
0.88	3.8636	1.95513	8.74757
1	6.48198	0.859464	9.2206
0.88	2.6071	0.00794019	1.17502
1	3.90611	7.78055	0.167568
0.88	1.26597	4.72096	7.45327
1	3.06047	1.94244	6.87517
0.88	0.914769	1.57934	3.30689
1	5.61448	7.16727	7.98897
0.88	7.37852	8.93393	9.36903
1	4.94294	8.52895	1.46441
0.88	3.29183	6.05447	0.757753
1	1.73305	8.69423	9.17736
0.88	4.67667	5.12344	4.99163
1	9.06846	5.75331	1.81839
0.88	5.13326	1.83595	3.618
1	5.52337	2.4984	0.814986
0.88	7.58325	7.40552	3.85595
1	8.59424	8.68535	4.38635
0.88	6.6337	6.63156	6.72174
1	2.51067	7.23083	5.31027
0.88	0.41512	5.88118	8.68466
1	6.92057	3.68474	0.857852
0.88	2.84972	6.48302	8.62935
1	0.234931	6.96079	2.04746
0.88	6.45973	6.54772	3.94756
1	6.34692	7.12883	2.30095
0.88	8.67431	9.22413	2.65018
1	2.2922	7.85121	9.34156
0.88	6.93832	8.13746	9.13303
1	8.08814	2.12342	2.53103
0.88	0.611998	6.042	6.60883
1	6.12041	6.5385	3.12312
0.88	7.60937	6.1692	6.95569
1	2.92976	6.89887	0.891528
0.88	1.24654	3.65235	0.179831
1	1.22519	7.94339	8.69819
0.88	5.96188	0.956296	2.99064
1	3.33742	2.53963	8.35305
0.88	5.39959	7.44618	7.09281
1	1.68558	6.44249	2.57574
0.88	4.84926	5.02051	9.22691
1	5.97384	0.563142	8.20843
0.88	7.02551	3.79287	5.87214
1	1.47065	4.55275	6.52938
0.88	2.5407	7.53066	1.49428
1	8.23422	1.53212	0.6014
0.88	0.227667	4.31611	4.73006
1	7.01745	5.9197	4.34279
0.88	2.19864	1.06569	8.1719
1	0.264653	5.43679	3.59465
0.88	0.0739116	8.42773	4.46894
1	6.464	8.0445	1.5637
0.88	4.90692	8.49695	7.12494
1	4.4434	3.92	4.51775
0.88	7.79486	3.37199	0.783659
1	8.82309	8.06545	5.98088
0.88	3.95089	7.38509	1.01064
1	7.34339	7.87682	7.77143
0.88	8.75643	5.46396	3.4796
1	8.8983	7.08482	5.68707
0.88	1.65744	3.57426	7.97666
1	0.516221	3.85149	0.616612
0.88	5.23251	6.61515	0.281736
1	7.5735	4.90773	8.0881
0.88	6.18768	8.94971	3.00449
1	2.09664	2.19559	6.92451
0.88	4.74042	4.1479	5.41341
1	5.93266	2.12628	3.98398
0.88	7.16974	1.05499	1.90295
1	8.02472	9.23837	0.396389
0.88	9.09449	5.48743	6.00553
1	6.03545	8.22947	9.23593
0.88	1.91744	7.6544	5.91322
1	7.41917	3.32628	9.38311
0.88	1.70114	0.751615	3.19075
1	4.50927	2.91848	4.49103
0.88	5.0315	2.50195	5.2429
1	5.78951	8.48933	0.850425
0.88	0.708639	3.62207	1.49085
1	4.63192	7.86067	7.68785
0.88	6.93174	2.68922	9.08444
1	4.95219	3.35582	8.34648
0.88	1.12017	7.14679	2.22331
1	7.87535	4.77658	4.64307
0.88	6.77504	3.62169	1.78398
1	0.7223	3.05043	9.26913
0.88	5.65841	8.88696	0.117497
1	3.49102	0.815271	8.82637
0.88	6.77005	2.10717	4.01008
1	2.61984	2.79089	3.99215
0.88	6.48048	0.840464	4.24151
1	0.544876	8.79795	8.76201
0.88	7.66346	2.20425	8.05407
1	8.13655	5.85082	7.84896
0.88	3.56052	4.02593	4.48816
1	6.10453	4.18536	1.58854
0.88	8.28996	9.24911	1.35861
1	7.00623	5.92712	6.32041
0.88	2.96754	5.03929	5.22005
1	3.96837	4.45954	5.21142
1	9.05371	9.11535	0.835473
1	5.77768	6.61991	6.92722
1	6.58624	2.28919	4.80059
1	0.920755	4.92906	4.47028
1	1.26629	5.50312	5.29114
1	8.55627	6.63726	8.42376
1	2.54172	3.38884	8.10691
1	7.4784	3.60419	6.6936
1	5.95716	5.46068	2.89373
1	4.01996	8.19332	1.12948
1	2.31181	4.37405	1.95641
1	1.55912	0.844755	1.92947
1	7.97775	1.29114	1.56055
1	6.08552	2.35351	7.69167
1	5.26769	3.10592	1.63646
1	6.30157	0.239451	3.48956
1	4.98509	8.81723	8.99667
1	7.46819	7.025	6.96877
1	2.99536	6.28467	5.00883
1	7.97361	6.59788	4.08529
1	2.16724	7.9954	8.31787
1	7.91262	4.53284	6.83872
1	9.04327	7.94248	7.54857
1	3.12717	6.56818	6.02597
1	2.52148	6.14706	3.9852
1	6.45088	9.15205	9.1443
1	1.21889	6.4662	7.01575
1	2.7009	2.975	6.58295
1	1.70688	5.5229	6.23757
1	4.91197	1.70216	1.29383
1	6.97369	2.9111	2.2265
1	6.38207	7.85989	8.30895
1	0.262068	1.65417	9.22281
1	2.07577	6.99197	8.80823
1	7.0569	8.02665	6.72248
1	3.35762	4.916	5.97126
1	7.10878	6.32181	5.36739
1	4.24477	1.45884	7.25302
1	3.21831	8.04416	8.41212
1	3.50204	2.66118	5.88628
1	6.2064	1.78197	0.270938
1	0.145548	2.36983	6.87841
1	0.408169	6.99068	5.20538
1	6.93763	8.76872	3.46429
1	1.33681	6.4579	5.84919
1	8.25126	0.720231	9.3143
1	2.86065	4.1545	5.23369
1	2.5074	2.74943	8.93319
1	2.83671	4.38359	1.05986
1	6.17736	5.03449	4.82754
1	0.0319108	0.979486	6.54452
1	1.90318	8.05994	4.69246
1	7.86873	8.19989	3.6404
1	5.61429	8.21237	7.52205
1	6.81984	1.80035	6.61879
1	8.23962	6.79901	0.544288
1	5.27003	9.18073	7.41747
1	1.89542	3.00498	0.325854
1	0.699747	2.30249	2.75785
1	4.47628	8.65262	5.18644
1	4.14755	5.30454	3.36794
1	3.30654	8.82884	7.68187
1	5.53762	6.48892	1.21964
1	6.98582	1.87688	7.69253
1	0.0642859	2.86527	6.00197
1	7.02299	3.90751	2.63065
1	7.16546	2.25363	0.391336
1	4.11385	2.16314	3.9411
1	7.81098	2.83696	7.49978
1	4.23433	8.58459	2.20556
1	7.44198	5.30077	1.14937
1	6.0615	5.55832	6.84534
1	9.01408	0.644833	3.80224
1	7.16851	6.68583	3.44921
1	6.98125	0.834851	8.00619
1	8.32575	7.93589	1.08503
1	0.826637	3.38934	5.42823
1	0.758957	5.98734	7.78154
1	7.92016	3.91025	7.6465
1	9.04608	1.39312	1.35017
1	6.74361	2.97694	4.0921
1	7.14975	7.80049	2.90227
1	9.19555	5.66879	8.01112
1	8.40543	7.58717	2.12818
1	7.70796	3.66256	1.88098
1	0.884679	6.06662	1.95007
1	5.81587	8.60109	2.17815
1	4.53395	3.15201	7.44466
1	4.74425	3.32318	5.40187
1	9.14365	4.44868	3.05959
1	0.572927	1.06567	3.89516
1	6.72739	7.33176	9.38341
1	0.902665	5.19481	8.94714
1	0.0246698	5.12706	5.20966
1	7.99806	3.19454	8.53455
1	7.47852	0.319108	1.40214
1	3.98417	7.48638	6.16905
1	0.76451	7.70793	1.56683
1	5.90579	4.68161	3.80075
1	5.52257	0.306345	9.20047
1	7.06352	6.9497	4.51904
1	0.46594	6.50042	1.0861
1	5.34079	4.76814	5.57171
1	2.5298	8.97235	4.61618
1	9.02578	2.77801	4.1247
1	3.52011	6.09369	3.1808
1	6.28762	5.67575	1.01964
1	2.2978	5.80991	8.73994
1	6.76289	1.47883	5.51349
1	7.30301	0.966883	7.09136
1	6.42033	6.94997	1.13722
1	1.70255	2.94458	5.95811
1	5.28091	7.14364	3.19835
1	0.628991	5.03594	6.15333
1	3.66305	6.29906	8.69032
1	3.13981	0.112531	0.0919994
1	3.31275	2.43317	4.72531
1	8.98932	6.041	0.688273
1	5.06122	2.25126	7.31621
1	3.92701	0.39523	7.92148
1	6.90726	4.74688	6.38422
1	2.55349	0.743058	3.74452
1	5.87613	0.159847	2.47975
1	0.575765	6.10048	0.0976629
1	1.68746	2.7182	8.13223
1	8.68398	4.37252	5.24093
1	9.16761	1.66752	7.59386
1	7.15446	5.23421	5.36485
1	8.07293	7.65567	4.51815
1	5.76212	3.00874	5.74584
1	4.46119	5.36576	5.81692
1	8.02501	5.83324	0.391679
1	7.21427	1.93593	1.88142
1	0.777853	4.04485	2.35554
1	1.063	1.94091	6.61372
1	6.57774	1.44623	3.43113
1	9.39788	7.96168	0.909815
1	6.60451	9.11766	1.6049
1	4.31644	6.23076	3.69865
1	1.45925	6.82044	1.4396
1	4.4987	3.4236	2.3367
1	1.98955	5.825	1.79986
1	8.91478	6.30832	6.36169
1	2.07917	5.39275	7.22698
1	6.30107	3.06003	1.3481
1	0.35865	7.61005	8.30412
1	2.81582	6.29127	0.0476135
1	3.89848	3.92168	7.15963
1	5.32892	5.58411	8.66068
1	1.0727	1.87423	1.8332
1	7.3653	7.47339	8.71407
1	5.49301	5.74067	5.08254
1	7.05538	5.52538	0.175562
1	1.85926	3.47527	6.94613
1	4.2767	5.40943	8.66736
1	5.31043	1.11167	0.275149
1	5.49944	6.60505	8.82837
1	6.99095	2.88425	8.17018
1	7.48655	8.65298	4.53908
1	5.07655	0.889869	4.78048
1	6.94697	4.21745	7.33451
1	4.88061	8.1571	0.43583
1	5.17281	3.98938	7.56903
1	6.57409	0.617549	6.33005
1	5.59047	7.43141	0.255382
1	4.95857	2.43746	6.10976
1	4.02469	4.52374	8.99065
1	3.61036	1.93538	2.24926
1	0.731712	7.85539	2.77419
1	2.72692	7.67602	2.54523
1	2.2683	9.16789	3.45356
1	4.55238	6.07235	0.933575
1	3.24989	8.85747	0.950534
1	0.502236	1.2903	8.13544
1	6.6831	3.33262	5.24267
1	7.13468	4.43715	1.64868
1	2.72126	0.906312	6.12634
1	5.20976	4.64832	4.56636
1	4.07962	8.84079	0.214226
1	1.39888	7.3332	5.32438
1	3.22939	5.31931	8.69312
1	7.65516	4.34355	5.6318
1	4.78328	8.98241	6.36603
1	6.24403	5.413	5.82601
1	6.05655	6.45254	5.805
1	6.73165	4.68283	0.560469
1	7.66563	1.48998	6.19418
1	5.36886	0.537478	1.18691
1	3.10263	8.48863	9.32585
1	1.67222	6.65368	3.61851
1	5.88401	2.30164	6.62655
1	2.81856	2.80919	2.22318
1	4.68229	6.32254	8.27492
1	6.36122	3.81378	3.42313
1	2.12882	0.496846	0.568289
1	2.47923	2.10982	7.91353
1	3.90136	7.21711	8.2534
1	5.12926	2.68123	3.69589
1	4.97562	4.48251	8.51811
1	4.9894	8.02317	2.70386
1	2.83538	7.11615	8.03541
1	5.92925	1.67627	1.36884
1	8.51822	2.50845	5.80033
1	8.87518	9.03645	3.48182
1	5.29416	2.73014	2.62752
1	9.02274	9.29371	8.06114
1	7.92037	9.36656	3.91387
1	0.298687	4.36186	6.93851
1	7.6169	5.8261	2.35572
1	3.98692	6.27065	6.64043
1	0.982338	3.97903	3.45665
1	3.19144	8.6022	2.74424
1	4.20515	4.9801	4.30109
1	6.16382	6.4883	0.221249
1	8.5441	5.36186	2.65013
1	1.02484	0.00653968	5.77578
1	6.84539	6.23681	7.47194
1	1.14935	8.55199	2.15142
1	8.33873	4.73072	3.57805
1	4.8948	5.20649	2.67472
1	8.04907	8.65623	7.88075
1	7.16264	8.6684	8.53414
1	1.48725	1.72777	7.76581
1	7.67437	2.28949	8.89792
1	7.52418	6.94789	2.38173
1	1.36533	5.79281	4.2018
1	0.16172	3.43799	2.86219
1	7.9317	2.09883	4.15809
1	4.41803	0.415557	9.29609
1	2.59372	8.3865	1.73811
1	4.95073	4.01362	1.20482
1	8.95553	4.15092	0.925202
1	4.4522	3.44764	3.42932
1	1.84789	0.321654	7.63341
1	3.00986	1.78828	5.5937
1	3.16522	0.696045	4.59746
1	9.25488	4.72067	8.72809
1	7.46751	7.97335	1.89699
1	0.94564	8.75433	4.2719
1	1.50047	8.43891	1.17064
1	8.18141	6.01654	1.45408
1	8.42249	6.82684	7.28771
1	7.88705	8.51446	6.3195
1	3.98328	5.22096	6.7284
1	3.55631	3.41872	2.79372
1	8.75171	4.02427	7.11812
1	0.768032	7.84187	4.72003
1	7.87304	7.03957	1.45179
1	0.0574463	4.01506	7.9112
1	1.30585	7.76184	3.69979
1	0.0381068	0.108692	7.13697
1	5.15402	5.41944	3.80478
1	7.94904	1.76674	7.27668
1	0.529291	1.74878	0.939164
1	7.69832	6.47912	9.05248
1	8.92087	7.0025	1.27782
1	4.00008	1.70526	6.17531
1	3.40729	7.85874	3.60076
1	9.06978	7.80574	4.94175
1	6.86881	0.0367769	4.31028
1	3.0206	5.18287	3.43587
1	8.13437	1.04523	4.15358
1	5.35241	8.86966	4.66221
1	1.90001	0.670684	5.58853
1	4.65487	7.24242	9.04992
1	5.43318	5.68694	0.267731
1	6.04554	3.454	2.33216
1	4.5042	2.40369	1.9198
1	7.31998	0.278729	8.8592
1	0.0944136	6.59495	3.73491
1	8.64079	3.45499	3.33172
1	1.95189	9.2174	1.6998
1	9.38836	1.81197	5.90393
1	5.97656	4.20162	8.22043
1	5.17038	4.26008	2.22886
1	6.33984	0.132726	7.30675
1	8.61926	1.71676	9.10329
1	4.69733	7.13661	0.772356
1	5.87483	2.02816	5.64858
1	2.08896	6.91122	6.40938
1	8.88317	6.08678	5.27794
1	2.08513	8.41745	2.71547
1	6.87331	2.74192	6.96157
1	6.45265	8.22116	5.83658
1	7.55811	6.73744	7.94645
1	0.896803	2.92993	1.92513
1	3.42636	4.69255	1.86237
1	2.96739	3.24891	0.290866
1	8.43221	3.93226	4.33934
1	5.98533	4.43592	7.0109
1	0.409911	7.85464	5.87471
1	0.858341	6.89454	4.32139
1	0.893576	2.17789	8.57227
1	1.96144	0.585767	4.58954
1	5.29434	7.87944	4.69128
1	9.04412	2.08496	0.554469
1	8.93332	5.74925	9.11902
1	9.06717	7.40594	6.69295
1	6.41513	4.02737	4.50675
1	0.589376	4.88773	8.00457
1	1.55168	5.31378	8.10309
1	1.84701	1.73045	8.7481
1	5.5659	3.8331	5.08599
1	7.17246	7.54178	0.894904
1	3.95452	0.98452	2.97808
1	0.602734	2.90205	3.65966
1	5.40154	8.46128	5.67562
1	8.83386	7.70172	3.85153
1	2.52957	8.32479	5.54755
1	3.41019	1.35947	3.76165
1	6.42796	8.42091	4.76864
1	0.00700081	5.47714	6.88191
1	8.26255	0.356699	2.10702
1	7.74716	2.48369	6.49408
1	1.06882	5.69711	2.98309
1	4.6495	6.18867	9.2632
1	5.13131	9.03379	3.13892
1	6.96096	6.23022	1.66536
1	8.39303	7.38237	9.14717
1	8.97672	2.47686	3.08332
1	9.30817	2.54708	9.00198
1	8.847	9.07598	5.3327
1	6.78614	8.52134	0.594657
1	6.95443	4.89915	4.14843
1	3.61518	3.19178	3.89145
1	6.31195	2.9296	0.200801
1	5.28806	6.44261	4.03779
1	8.12352	7.8935	7.16953
1	7.47143	1.2101	2.69031
1	0.808407	7.02461	9.03565
1	1.88912	4.96314	1.23283
1	2.89187	3.86587	7.11193
1	1.3286	7.56355	6.6127
1	4.38204	9.01145	4.10436
1	2.67152	3.06546	5.39707
1	3.86902	0.4009	3.82265
1	5.23172	1.3419	7.80592
1	5.24435	1.47311	6.67468
1	3.84844	9.37003	6.98252
1	5.8052	0.916808	5.67342
1	8.55952	1.83359	5.04981
1	7.43838	4.88224	2.8464
1	0.447445	1.32912	5.02103
1	9.37734	8.02931	1.99338
1	5.29489	7.87421	8.61326
1	4.44344	0.828335	0.853865
1	5.11661	4.92686	6.69252
1	4.39949	7.44594	3.56149
1	0.943295	2.27047	5.51537
1	8.55342	6.58065	2.22993
1	1.32961	5.86594	1.06032
1	3.36446	3.67366	1.84192
1	1.6659	3.47669	8.84971
1	4.22635	9.39081	2.89935
1	7.52356	3.72254	4.72517
1	2.58219	5.57608	5.775
1	4.5552	5.0166	0.569178
1	0.0657752	2.34218	4.9251
1	4.10465	3.95243	8.13398
1	6.59509	8.56205	7.52619
1	3.56125	0.848981	5.61304
1	0.126855	4.82742	0.359662
1	2.88	5.81884	7.74374
1	0.378869	9.40624	3.55177
1	5.24506	6.82663	5.18773
1	9.16871	9.22636	1.85873
1	4.48687	7.04046	4.51095
1	0.496011	5.07552	2.33437
1	0.669218	4.09866	8.95567
1	8.38008	3.66875	0.131984
1	3.51785	7.19331	5.04909
1	3.11077	4.34252	9.32493
1	4.54442	7.59108	1.8293
1	0.274548	8.27703	3.61539
1	9.06344	9.39968	9.19471
1	6.05142	1.18792	7.19645
1	3.82535	6.7053	0.3637
1	5.0317	8.20644	3.73044
1	2.02233	9.19034	6.25809
1	6.01595	1.42561	4.74308
1	8.19388	2.66547	0.429345
1	9.11409	1.7421	4.10709
1	1.72792	7.69155	1.93579
1	4.63749	0.554838	7.23826
1	0.938301	7.36605	0.608473
1	6.07313	3.18125	8.59972
1	2.77742	3.72413	4.315
1	9.17717	7.19806	3.00136
1	5.6599	4.72608	9.25659
1	1.44707	1.48683	4.8808
1	3.97284	5.68857	7.6774
1	2.50236	3.27357	1.27802
1	4.25283	3.24022	1.36295
1	4.34011	4.36883	6.23763
1	2.12448	8.16266	6.71847
1	4.28123	8.20467	8.61078
1	6.74218	2.59969	5.93534
1	4.13995	3.33396	0.287612
1	2.13959	4.41245	7.63811
